diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_atr_long_enabled,long_signal_range_atr_short_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_require_recent_stall,long_signal_range_recent_gain_lookback,long_signal_range_recent_gain_atr_multiplier,long_signal_range_enable_ordered_drawdown_filter,long_signal_range_ordered_drawdown_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_recent_gain,long_signal_range_directional_recent_move,long_signal_range_recent_gain_atr_threshold,long_signal_range_recent_stall_condition_met,long_signal_range_expansion_stall_condition_met,long_signal_range_ordered_drawdown_peak,long_signal_range_ordered_drawdown_trough,long_signal_range_ordered_drawdown_value,long_signal_range_ordered_drawdown_atr_threshold,long_signal_range_ordered_drawdown_peak_index,long_signal_range_ordered_drawdown_trough_index,long_signal_range_ordered_drawdown_peak_history_index,long_signal_range_ordered_drawdown_trough_history_index,long_signal_range_ordered_drawdown_condition_met,long_signal_range_ordered_move_kind,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
41,2018-11-26 00:00:00+08:00,2018-11-26,SM901.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,8770.0,7940.0,830.0,162.8,488.40000000000003,-698.0,698.0,81.4,0,0,8770.0,8300.0,470.0,651.2,4,0,35,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
42,2018-11-28 00:00:00+08:00,2018-11-28,jm1901.DCE,jm.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1396.0,1278.0,118.0,40.3,120.89999999999999,-10.5,10.5,20.15,1,0,1335.0,1278.0,57.0,161.2,9,7,40,38,0,rebound,0,range_not_above_threshold,0,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
43,2018-12-12 00:00:00+08:00,2018-12-12,jm1901.DCE,jm.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1464.0,1319.0,145.0,32.8,98.39999999999999,-21.5,-21.5,16.4,1,1,1425.5,1371.5,54.0,131.2,2,3,33,34,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
44,2018-12-19 00:00:00+08:00,2018-12-19,fu1905.SHFE,fu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2830.0,2474.0,356.0,82.0,246.0,-178.0,178.0,41.0,0,0,2804.0,2662.0,142.0,328.0,2,1,33,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
45,2019-01-30 00:00:00+08:00,2019-01-30,CF905.CZCE,CF.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,15480.0,15030.0,450.0,114.0,342.0,60.0,60.0,57.0,0,0,15480.0,15105.0,375.0,456.0,2,3,33,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
46,2019-02-11 00:00:00+08:00,2019-02-11,au1906.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,289.3,282.3,7.0,1.8899999999999864,5.669999999999959,1.1999999999999886,1.1999999999999886,0.9449999999999932,0,0,284.65,282.65,2.0,7.559999999999945,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,1,1,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
47,2019-02-11 00:00:00+08:00,2019-02-11,fu1905.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2840.0,2645.0,195.0,75.4,226.20000000000002,132.0,132.0,37.7,0,0,2796.0,2645.0,151.0,301.6,3,4,34,35,0,drawdown,0,range_not_above_threshold,0,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
48,2019-02-12 00:00:00+08:00,2019-02-12,sp1906.SHFE,sp.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5540.0,5280.0,260.0,103.6,310.79999999999995,80.0,80.0,51.8,0,0,5480.0,5280.0,200.0,414.4,1,6,32,37,0,drawdown,0,range_not_above_threshold,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
49,2019-02-19 00:00:00+08:00,2019-02-19,OI905.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,6796.0,6636.0,160.0,59.4,178.2,80.0,80.0,29.7,0,0,6755.0,6636.0,119.0,237.6,0,6,31,37,0,drawdown,0,range_not_above_threshold,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
50,2019-02-19 00:00:00+08:00,2019-02-19,ru1905.SHFE,ru.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,12425.0,11235.0,1190.0,265.0,795.0,590.0,590.0,132.5,0,0,11900.0,11530.0,370.0,1060.0,6,7,37,38,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,1,1,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
51,2019-02-21 00:00:00+08:00,2019-02-21,sp1906.SHFE,sp.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5622.0,5352.0,270.0,90.0,270.0,176.0,176.0,45.0,0,0,5540.0,5352.0,188.0,360.0,0,5,31,36,0,drawdown,0,range_not_above_threshold,0,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
52,2019-02-22 00:00:00+08:00,2019-02-22,hc1905.SHFE,hc.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3840.0,3531.0,309.0,76.4,229.20000000000002,68.0,68.0,38.2,0,0,3840.0,3531.0,309.0,305.6,0,4,31,35,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
53,2019-02-26 00:00:00+08:00,2019-02-26,MA905.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2585.0,2435.0,150.0,42.2,126.60000000000001,35.0,35.0,21.1,0,0,2585.0,2435.0,150.0,168.8,0,3,31,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
54,2019-03-01 00:00:00+08:00,2019-03-01,MA905.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2648.0,2435.0,213.0,49.0,147.0,90.0,90.0,24.5,0,0,2553.0,2468.0,85.0,196.0,5,6,36,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
55,2019-03-04 00:00:00+08:00,2019-03-04,rb1905.SHFE,rb.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3849.0,3578.0,271.0,65.4,196.20000000000002,96.0,96.0,32.7,0,0,3698.0,3578.0,120.0,261.6,0,1,31,32,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
56,2019-03-05 00:00:00+08:00,2019-03-05,OI905.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,6936.0,6566.0,370.0,134.8,404.40000000000003,275.0,275.0,67.4,0,0,6768.0,6566.0,202.0,539.2,0,6,31,37,0,drawdown,0,range_not_above_threshold,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
57,2019-03-07 00:00:00+08:00,2019-03-07,CF905.CZCE,CF.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,15665.0,15175.0,490.0,146.0,438.0,75.0,75.0,73.0,0,0,15665.0,15175.0,490.0,584.0,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
58,2019-03-12 00:00:00+08:00,2019-03-12,FG905.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1374.0,1283.0,91.0,16.0,48.0,-14.0,14.0,8.0,0,0,1318.0,1296.0,22.0,64.0,6,5,37,36,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
59,2019-03-20 00:00:00+08:00,2019-03-20,AP905.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,11437.0,11131.0,306.0,147.4,442.20000000000005,90.0,90.0,73.7,0,0,11414.0,11131.0,283.0,589.6,1,6,32,37,0,drawdown,0,range_not_above_threshold,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
60,2019-03-25 00:00:00+08:00,2019-03-25,CF905.CZCE,CF.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,15395.0,15140.0,255.0,123.0,369.0,-115.0,-115.0,61.5,1,0,15365.0,15145.0,220.0,492.0,2,3,33,34,0,drawdown,0,range_not_above_threshold,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
61,2019-03-25 00:00:00+08:00,2019-03-25,OI905.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,7240.0,6815.0,425.0,104.6,313.79999999999995,99.0,99.0,52.3,0,0,7240.0,6815.0,425.0,418.4,0,3,31,34,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,5,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
62,2019-03-29 00:00:00+08:00,2019-03-29,AP905.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,11678.0,11212.0,466.0,98.6,295.79999999999995,343.0,343.0,49.3,0,0,11437.0,11212.0,225.0,394.4,1,5,32,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,1,1,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
63,2019-03-29 00:00:00+08:00,2019-03-29,CF905.CZCE,CF.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,15395.0,14995.0,400.0,140.0,420.0,-195.0,195.0,70.0,0,0,15395.0,15185.0,210.0,560.0,3,0,34,31,0,rebound,0,range_not_above_threshold,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
64,2019-04-01 00:00:00+08:00,2019-04-01,MA905.CZCE,MA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2518.0,2362.0,156.0,55.4,166.2,1.0,-1.0,27.7,1,0,2446.0,2362.0,84.0,221.6,9,8,40,39,0,rebound,0,range_not_above_threshold,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
65,2019-04-03 00:00:00+08:00,2019-04-03,hc1905.SHFE,hc.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3830.0,3641.0,189.0,55.4,166.2,84.0,84.0,27.7,0,0,3733.0,3641.0,92.0,221.6,0,3,31,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
66,2019-04-04 00:00:00+08:00,2019-04-04,au1906.SHFE,au.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,289.5,281.85,7.649999999999977,2.430000000000007,7.2900000000000205,0.8499999999999659,-0.8499999999999659,1.2150000000000034,1,1,289.5,285.3,4.199999999999989,9.720000000000027,2,0,33,31,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
67,2019-04-11 00:00:00+08:00,2019-04-11,fu1905.SHFE,fu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2896.0,2782.0,114.0,49.6,148.8,-50.0,50.0,24.8,0,0,2896.0,2785.0,111.0,198.4,7,1,38,32,0,rebound,0,range_not_above_threshold,0,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
68,2019-04-12 00:00:00+08:00,2019-04-12,SM905.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,7784.0,7466.0,318.0,131.2,393.59999999999997,-180.0,180.0,65.6,0,0,7784.0,7540.0,244.0,524.8,6,4,37,35,0,rebound,0,range_not_above_threshold,0,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
69,2019-04-26 00:00:00+08:00,2019-04-26,sp1906.SHFE,sp.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5508.0,5270.0,238.0,60.4,181.2,-60.0,60.0,30.2,0,0,5430.0,5316.0,114.0,241.6,5,4,36,35,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
70,2019-05-31 00:00:00+08:00,2019-05-31,ru1909.SHFE,ru.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,12445.0,11620.0,825.0,239.0,717.0,295.0,295.0,119.5,0,0,12445.0,11620.0,825.0,956.0,2,4,33,35,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
71,2019-06-11 00:00:00+08:00,2019-06-11,OI909.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,7207.0,7002.0,205.0,75.6,226.79999999999998,31.0,31.0,37.8,1,0,7207.0,7002.0,205.0,302.4,1,4,32,35,0,drawdown,0,range_not_above_threshold,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
72,2019-06-24 00:00:00+08:00,2019-06-24,rb1910.SHFE,rb.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3966.0,3683.0,283.0,68.8,206.39999999999998,134.0,134.0,34.4,0,0,3844.0,3683.0,161.0,275.2,1,5,32,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
73,2019-06-28 00:00:00+08:00,2019-06-28,hc1910.SHFE,hc.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3998.0,3558.0,440.0,104.6,313.79999999999995,40.0,40.0,52.3,1,1,3998.0,3898.0,100.0,418.4,8,9,39,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,4,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
74,2019-07-01 00:00:00+08:00,2019-07-01,OI909.CZCE,OI.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,7114.0,6639.0,475.0,54.4,163.2,-34.0,34.0,27.2,0,0,6936.0,6842.0,94.0,217.6,8,7,39,38,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
75,2019-07-09 00:00:00+08:00,2019-07-09,MA909.CZCE,MA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2395.0,2252.0,143.0,56.6,169.8,-55.0,55.0,28.3,0,0,2360.0,2252.0,108.0,226.4,8,2,39,33,0,rebound,0,range_not_above_threshold,0,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
76,2019-07-11 00:00:00+08:00,2019-07-11,fu1909.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3152.0,2711.0,441.0,83.8,251.39999999999998,256.0,256.0,41.9,0,0,2868.0,2711.0,157.0,335.2,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
77,2019-07-30 00:00:00+08:00,2019-07-30,SM909.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,7614.0,7358.0,256.0,106.0,318.0,-74.0,74.0,53.0,0,0,7614.0,7410.0,204.0,424.0,2,0,33,31,0,rebound,0,range_not_above_threshold,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
78,2019-08-01 00:00:00+08:00,2019-08-01,CF909.CZCE,CF.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,13450.0,12875.0,575.0,202.0,606.0,-55.0,55.0,101.0,1,0,13450.0,12875.0,575.0,808.0,6,0,37,31,0,rebound,0,range_not_above_threshold,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
79,2019-08-01 00:00:00+08:00,2019-08-01,fu1909.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3135.0,2854.0,281.0,81.6,244.79999999999998,121.0,121.0,40.8,0,0,2997.0,2854.0,143.0,326.4,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
80,2019-08-05 00:00:00+08:00,2019-08-05,au1912.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,334.0,315.6,18.399999999999977,4.630000000000007,13.890000000000022,11.75,11.75,2.3150000000000035,0,0,322.5,315.6,6.899999999999977,18.520000000000028,6,8,37,39,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
81,2019-08-07 00:00:00+08:00,2019-08-07,rb1910.SHFE,rb.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3974.0,3686.0,288.0,81.8,245.39999999999998,-105.0,105.0,40.9,0,0,3834.0,3724.0,110.0,327.2,7,6,38,37,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
82,2019-08-08 00:00:00+08:00,2019-08-08,hc1910.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3888.0,3621.0,267.0,67.2,201.60000000000002,-45.0,45.0,33.6,0,0,3760.0,3677.0,83.0,268.8,6,5,37,36,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
83,2019-08-13 00:00:00+08:00,2019-08-13,AP910.CZCE,AP.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,9450.0,8850.0,600.0,264.2,792.5999999999999,-291.0,291.0,132.1,0,0,9450.0,9066.0,384.0,1056.8,4,3,35,34,0,rebound,0,range_not_above_threshold,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
84,2019-09-10 00:00:00+08:00,2019-09-10,AP910.CZCE,AP.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,9533.0,8470.0,1063.0,259.0,777.0,-381.0,381.0,129.5,0,0,9533.0,9274.0,259.0,1036.0,2,0,33,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
85,2019-10-09 00:00:00+08:00,2019-10-09,au1912.SHFE,au.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,355.4,342.85,12.549999999999955,4.849999999999977,14.549999999999933,3.1499999999999773,-3.1499999999999773,2.4249999999999887,1,0,355.4,343.3,12.099999999999966,19.39999999999991,4,0,35,31,0,rebound,0,range_not_above_threshold,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
86,2019-10-15 00:00:00+08:00,2019-10-15,FG001.CZCE,FG.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1469.0,1399.0,70.0,20.2,60.599999999999994,13.0,13.0,10.1,0,0,1461.0,1434.0,27.0,80.8,3,6,34,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,15,15,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
87,2019-10-16 00:00:00+08:00,2019-10-16,sp2001.SHFE,sp.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,4762.0,4602.0,160.0,48.0,144.0,-80.0,80.0,24.0,0,0,4710.0,4602.0,108.0,192.0,4,3,35,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
88,2019-10-18 00:00:00+08:00,2019-10-18,FG001.CZCE,FG.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1497.0,1432.0,65.0,18.0,54.0,33.0,33.0,9.0,0,0,1469.0,1432.0,37.0,72.0,3,9,34,40,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
89,2019-10-18 00:00:00+08:00,2019-10-18,OI001.CZCE,OI.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,7336.0,7063.0,273.0,86.2,258.6,15.0,-15.0,43.1,1,1,7336.0,7063.0,273.0,344.8,4,0,35,31,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,5,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
90,2019-10-22 00:00:00+08:00,2019-10-22,fu2001.SHFE,fu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2239.0,2089.0,150.0,44.2,132.60000000000002,-27.0,27.0,22.1,0,0,2239.0,2163.0,76.0,176.8,2,0,33,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
91,2019-10-29 00:00:00+08:00,2019-10-29,MA001.CZCE,MA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2284.0,2059.0,225.0,43.2,129.60000000000002,-33.0,33.0,21.6,0,0,2112.0,2059.0,53.0,172.8,9,8,40,39,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,18,18,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
92,2019-11-07 00:00:00+08:00,2019-11-07,OI001.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,7662.0,7253.0,409.0,119.2,357.6,-74.0,-74.0,59.6,1,1,7662.0,7393.0,269.0,476.8,7,9,38,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,5,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
