diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_atr_shock_enabled,short_signal_atr_shock_enabled,long_signal_atr_shock_period,long_signal_atr_shock_multiplier,long_signal_atr_shock_entry_context,long_signal_atr_shock_direction,long_signal_atr_shock_prior_close,long_signal_atr_shock_signal_close,long_signal_atr_shock_drop,short_signal_atr_shock_rise,signal_atr_shock_adverse_move,signal_atr_shock_move_kind,long_signal_atr_shock_atr,long_signal_atr_shock_threshold,long_signal_atr_shock_blocked,long_signal_atr_shock_reason,long_signal_atr_shock_selected_volume_before,long_signal_atr_shock_selected_volume_after,profile,start_month,variant,account_capital,c3_capital
70,2019-04-11 00:00:00+08:00,2019-04-11,fu1905.SHFE,fu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,2794.0,2802.0,,8.0,8.0,signal_day_rise,49.6,49.6,0,rise_not_above_threshold,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
71,2019-04-12 00:00:00+08:00,2019-04-12,SM905.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7518.0,7494.0,,-24.0,-24.0,signal_day_rise,131.2,131.2,0,rise_not_above_threshold,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
72,2019-04-26 00:00:00+08:00,2019-04-26,sp1906.SHFE,sp.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,5356.0,5290.0,,-66.0,-66.0,signal_day_rise,60.4,60.4,0,rise_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
73,2019-05-31 00:00:00+08:00,2019-05-31,ru1909.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,12030.0,12250.0,-220.0,,-220.0,signal_day_drop,239.0,239.0,0,drop_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
74,2019-06-11 00:00:00+08:00,2019-06-11,OI909.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,7082.0,7090.0,-8.0,,-8.0,signal_day_drop,75.6,75.6,0,drop_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
75,2019-06-24 00:00:00+08:00,2019-06-24,rb1910.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3859.0,3904.0,-45.0,,-45.0,signal_day_drop,68.8,68.8,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
76,2019-06-28 00:00:00+08:00,2019-06-28,hc1910.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3897.0,3953.0,-56.0,,-56.0,signal_day_drop,104.6,104.6,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
77,2019-07-01 00:00:00+08:00,2019-07-01,OI909.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6910.0,6847.0,,-63.0,-63.0,signal_day_rise,54.4,54.4,0,rise_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
78,2019-07-09 00:00:00+08:00,2019-07-09,MA909.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2323.0,2261.0,,-62.0,-62.0,signal_day_rise,56.6,56.6,0,rise_not_above_threshold,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
79,2019-07-11 00:00:00+08:00,2019-07-11,fu1909.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2960.0,3152.0,-192.0,,-192.0,signal_day_drop,83.8,83.8,0,drop_not_above_threshold,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
80,2019-07-30 00:00:00+08:00,2019-07-30,SM909.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7470.0,7436.0,,-34.0,-34.0,signal_day_rise,106.0,106.0,0,rise_not_above_threshold,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
81,2019-08-01 00:00:00+08:00,2019-08-01,CF909.CZCE,CF.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,13105.0,13045.0,,-60.0,-60.0,signal_day_rise,202.0,202.0,0,rise_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
82,2019-08-01 00:00:00+08:00,2019-08-01,fu1909.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3087.0,3104.0,-17.0,,-17.0,signal_day_drop,81.6,81.6,0,drop_not_above_threshold,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
83,2019-08-05 00:00:00+08:00,2019-08-05,au1912.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,324.25,334.0,-9.75,,-9.75,signal_day_drop,4.630000000000007,4.630000000000007,0,drop_not_above_threshold,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
84,2019-08-07 00:00:00+08:00,2019-08-07,rb1910.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3707.0,3711.0,,4.0,4.0,signal_day_rise,81.8,81.8,0,rise_not_above_threshold,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
85,2019-08-08 00:00:00+08:00,2019-08-08,hc1910.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3657.0,3643.0,,-14.0,-14.0,signal_day_rise,67.2,67.2,0,rise_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
86,2019-08-09 00:00:00+08:00,2019-08-09,CF001.CZCE,CF.CZCE,short,rollover_reopen,1,1,5,1.0,rollover_reopen,short,12699.198691741618,12720.0,,20.80130825838205,20.80130825838205,signal_day_rise,338.0212591986918,338.0212591986918,0,rise_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
87,2019-08-13 00:00:00+08:00,2019-08-13,AP910.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,9089.0,8931.0,,-158.0,-158.0,signal_day_rise,264.2,264.2,0,rise_not_above_threshold,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
88,2019-09-10 00:00:00+08:00,2019-09-10,AP910.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,8510.0,8533.0,,23.0,23.0,signal_day_rise,259.0,259.0,0,rise_not_above_threshold,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
89,2019-10-09 00:00:00+08:00,2019-10-09,au1912.SHFE,au.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,344.5,349.5,,5.0,5.0,signal_day_rise,4.849999999999977,4.849999999999977,1,rise_strictly_above_threshold,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
90,2019-10-15 00:00:00+08:00,2019-10-15,FG001.CZCE,FG.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1454.0,1459.0,-5.0,,-5.0,signal_day_drop,20.2,20.2,0,drop_not_above_threshold,15,15,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
91,2019-10-16 00:00:00+08:00,2019-10-16,sp2001.SHFE,sp.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,4646.0,4608.0,,-38.0,-38.0,signal_day_rise,48.0,48.0,0,rise_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
92,2019-10-18 00:00:00+08:00,2019-10-18,FG001.CZCE,FG.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1438.0,1492.0,-54.0,,-54.0,signal_day_drop,18.0,18.0,0,drop_not_above_threshold,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
93,2019-10-18 00:00:00+08:00,2019-10-18,OI001.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7211.0,7186.0,,-25.0,-25.0,signal_day_rise,86.2,86.2,0,rise_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
94,2019-10-22 00:00:00+08:00,2019-10-22,fu2001.SHFE,fu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,2113.0,2102.0,,-11.0,-11.0,signal_day_rise,44.2,44.2,0,rise_not_above_threshold,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
95,2019-10-29 00:00:00+08:00,2019-10-29,MA001.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2086.0,2099.0,,13.0,13.0,signal_day_rise,43.2,43.2,0,rise_not_above_threshold,19,19,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
96,2019-11-07 00:00:00+08:00,2019-11-07,OI001.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,7444.0,7425.0,19.0,,19.0,signal_day_drop,119.2,119.2,0,drop_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
97,2019-11-07 00:00:00+08:00,2019-11-07,au1912.SHFE,au.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,336.55,338.35,,1.8000000000000114,1.8000000000000114,signal_day_rise,3.459999999999991,3.459999999999991,0,rise_not_above_threshold,1,1,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
98,2019-11-07 00:00:00+08:00,2019-11-07,fu2001.SHFE,fu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,2087.0,2056.0,,-31.0,-31.0,signal_day_rise,34.8,34.8,0,rise_not_above_threshold,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
99,2019-11-08 00:00:00+08:00,2019-11-08,ru2001.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,12105.0,11970.0,135.0,,135.0,signal_day_drop,229.0,229.0,0,drop_not_above_threshold,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
100,2019-11-12 00:00:00+08:00,2019-11-12,sp2001.SHFE,sp.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,4574.0,4562.0,,-12.0,-12.0,signal_day_rise,48.8,48.8,0,rise_not_above_threshold,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
101,2019-11-19 00:00:00+08:00,2019-11-19,rb2001.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3556.0,3635.0,-79.0,,-79.0,signal_day_drop,59.4,59.4,0,drop_not_above_threshold,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
102,2019-11-19 00:00:00+08:00,2019-11-19,ru2001.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,12100.0,12130.0,-30.0,,-30.0,signal_day_drop,244.0,244.0,0,drop_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
103,2019-11-20 00:00:00+08:00,2019-11-20,hc2001.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3501.0,3529.0,-28.0,,-28.0,signal_day_drop,52.4,52.4,0,drop_not_above_threshold,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
104,2019-12-04 00:00:00+08:00,2019-12-04,AP001.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,8289.0,8403.0,-114.0,,-114.0,signal_day_drop,126.4,126.4,0,drop_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
105,2019-12-05 00:00:00+08:00,2019-12-05,CF005.CZCE,CF.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,12930.0,13030.0,,100.0,100.0,signal_day_rise,182.0,182.0,0,rise_not_above_threshold,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
106,2019-12-05 00:00:00+08:00,2019-12-05,ru2005.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,12860.0,13200.0,-340.0,,-340.0,signal_day_drop,225.0,225.0,0,drop_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
107,2019-12-09 00:00:00+08:00,2019-12-09,cu2002.SHFE,cu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,47400.0,48440.0,-1040.0,,-1040.0,signal_day_drop,262.0,262.0,0,drop_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
108,2019-12-13 00:00:00+08:00,2019-12-13,SM001.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6278.0,6354.0,-76.0,,-76.0,signal_day_drop,113.6,113.6,0,drop_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
109,2019-12-16 00:00:00+08:00,2019-12-16,FG005.CZCE,FG.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1462.0,1460.0,2.0,,2.0,signal_day_drop,20.8,20.8,0,drop_not_above_threshold,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
110,2019-12-17 00:00:00+08:00,2019-12-17,AP005.CZCE,AP.CZCE,long,rollover_reopen,1,1,5,1.0,rollover_reopen,long,8193.617582417583,8248.0,-54.382417582417474,,-54.382417582417474,signal_day_drop,125.1749681897052,125.1749681897052,0,drop_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
111,2019-12-17 00:00:00+08:00,2019-12-17,SM005.CZCE,SM.CZCE,long,rollover_reopen,1,1,5,1.0,rollover_reopen,long,6279.930056710775,6274.0,5.930056710774807,,5.930056710774807,signal_day_drop,113.06641461877788,113.06641461877788,0,drop_not_above_threshold,15,15,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
112,2019-12-24 00:00:00+08:00,2019-12-24,MA005.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2158.0,2144.0,14.0,,14.0,signal_day_drop,39.4,39.4,0,drop_not_above_threshold,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
113,2019-12-31 00:00:00+08:00,2019-12-31,CF005.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,14005.0,13980.0,25.0,,25.0,signal_day_drop,234.0,234.0,0,drop_not_above_threshold,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
114,2020-01-08 00:00:00+08:00,2020-01-08,rb2005.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3574.0,3617.0,-43.0,,-43.0,signal_day_drop,36.8,36.8,0,drop_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
115,2020-01-09 00:00:00+08:00,2020-01-09,AP005.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7497.0,7360.0,,-137.0,-137.0,signal_day_rise,130.0,130.0,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
116,2020-01-09 00:00:00+08:00,2020-01-09,jm2005.DCE,jm.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1206.5,1202.5,4.0,,4.0,signal_day_drop,15.3,15.3,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
117,2020-01-10 00:00:00+08:00,2020-01-10,ru2005.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,12965.0,13100.0,-135.0,,-135.0,signal_day_drop,218.0,218.0,0,drop_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
118,2020-01-13 00:00:00+08:00,2020-01-13,sp2005.SHFE,sp.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,4652.0,4682.0,-30.0,,-30.0,signal_day_drop,55.2,55.2,0,drop_not_above_threshold,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
119,2020-01-23 00:00:00+08:00,2020-01-23,ru2005.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,12420.0,12085.0,,-335.0,-335.0,signal_day_rise,356.0,356.0,0,rise_not_above_threshold,1,1,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
120,2020-02-04 00:00:00+08:00,2020-02-04,cu2003.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,45040.0,45260.0,,220.0,220.0,signal_day_rise,1070.0,1070.0,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
121,2020-02-05 00:00:00+08:00,2020-02-05,au2006.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,356.2,354.22,1.9799999999999611,,1.9799999999999611,signal_day_drop,4.931999999999983,4.931999999999983,0,drop_not_above_threshold,1,1,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
122,2020-02-07 00:00:00+08:00,2020-02-07,rb2005.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3304.0,3325.0,,21.0,21.0,signal_day_rise,109.6,109.6,0,rise_not_above_threshold,21,21,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
123,2020-02-10 00:00:00+08:00,2020-02-10,jm2005.DCE,jm.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1231.0,1224.0,7.0,,7.0,signal_day_drop,33.8,33.8,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
124,2020-02-14 00:00:00+08:00,2020-02-14,au2006.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,356.52,356.78,-0.2599999999999909,,-0.2599999999999909,signal_day_drop,2.5039999999999965,2.5039999999999965,0,drop_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
125,2020-02-18 00:00:00+08:00,2020-02-18,FG005.CZCE,FG.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1408.0,1400.0,,-8.0,-8.0,signal_day_rise,18.4,18.4,0,rise_not_above_threshold,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
126,2020-02-18 00:00:00+08:00,2020-02-18,MA005.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2113.0,2089.0,,-24.0,-24.0,signal_day_rise,39.8,39.8,0,rise_not_above_threshold,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
127,2020-02-25 00:00:00+08:00,2020-02-25,jm2005.DCE,jm.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1279.0,1276.5,2.5,,2.5,signal_day_drop,22.8,22.8,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
128,2020-02-28 00:00:00+08:00,2020-02-28,MA005.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2083.0,2010.0,,-73.0,-73.0,signal_day_rise,53.6,53.6,0,rise_not_above_threshold,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
129,2020-03-02 00:00:00+08:00,2020-03-02,CF005.CZCE,CF.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,12180.0,12390.0,,210.0,210.0,signal_day_rise,321.0,321.0,0,rise_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
130,2020-03-02 00:00:00+08:00,2020-03-02,OI005.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7315.0,7404.0,,89.0,89.0,signal_day_rise,146.2,146.2,0,rise_not_above_threshold,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
131,2020-03-02 00:00:00+08:00,2020-03-02,cu2004.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,44390.0,45230.0,,840.0,840.0,signal_day_rise,500.0,500.0,1,rise_strictly_above_threshold,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
132,2020-03-02 00:00:00+08:00,2020-03-02,ru2005.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,10550.0,10990.0,,440.0,440.0,signal_day_rise,371.0,371.0,1,rise_strictly_above_threshold,5,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
133,2020-03-05 00:00:00+08:00,2020-03-05,FG005.CZCE,FG.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1392.0,1394.0,,2.0,2.0,signal_day_rise,27.2,27.2,0,rise_not_above_threshold,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
134,2020-03-05 00:00:00+08:00,2020-03-05,SA005.CZCE,SA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1574.0,1556.0,,-18.0,-18.0,signal_day_rise,24.6,24.6,0,rise_not_above_threshold,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
135,2020-03-09 00:00:00+08:00,2020-03-09,cu2004.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,44900.0,43750.0,,-1150.0,-1150.0,signal_day_rise,566.0,566.0,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
136,2020-03-09 00:00:00+08:00,2020-03-09,ru2005.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,10900.0,10290.0,,-610.0,-610.0,signal_day_rise,273.0,273.0,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
137,2020-03-12 00:00:00+08:00,2020-03-12,CF005.CZCE,CF.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,12325.0,12150.0,,-175.0,-175.0,signal_day_rise,316.0,316.0,0,rise_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
138,2020-03-13 00:00:00+08:00,2020-03-13,hc2005.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3503.0,3535.0,-32.0,,-32.0,signal_day_drop,54.8,54.8,0,drop_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
139,2020-03-13 00:00:00+08:00,2020-03-13,rb2005.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3521.0,3569.0,-48.0,,-48.0,signal_day_drop,61.4,61.4,0,drop_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
140,2020-03-31 00:00:00+08:00,2020-03-31,rb2010.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3242.0,3233.0,,-9.0,-9.0,signal_day_rise,67.6,67.6,0,rise_not_above_threshold,25,25,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
141,2020-04-01 00:00:00+08:00,2020-04-01,jm2005.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1260.5,1243.5,,-17.0,-17.0,signal_day_rise,19.9,19.9,0,rise_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
